hyper	hypo	sim
turing_machines	requirements_management	-0.0
computational_learning_theory	query_expansion	0.0
explicit_feedback	test_case_generation	0.0
sparse_approximation	text_classification	0.0
music_recommendation	variational_approximation	0.0
clustering	collaborative_filtering	0.001449673175635914
theoretical_computer_science	approximation_theory	0.0
pseudo_relevance_feedback	relevance_feedback	0.1770856357553084
image_retrieval	software_architecture_design	0.0
image_retrieval	uml_2.0	0.0
unified_modeling_language	network_protocols	-0.0
information_retrieval	computer_science	0.004326443477067938
bm25	medical_image_segmentation	-0.0
bug_reports	automated_reasoning	-0.0
lexical_resources	wordnet	6.84831785350101e-14
retrieval_models	vector_space_model	0.0
automatic_programming	lexical_resources	-0.0
software_design	software_engineering	-0.011957657099124736
cellular_automata	web_mining	-0.0
formal_logic	higher-order_logic	0.0
relevance_feedback	fuzzy_clustering	-0.0
web_usage_mining	statistical_machine_translation	-0.0
web_personalization	web_mining	3.716169298410244e-14
data_warehouse	data_mining	-0.002793420429969021
requirements_specification	coreference_resolution	0.0
translation_quality	music_recommendation	-0.0
computational_learning_theory	requirements_elicitation	0.0
natural_language_processing	textual_entailment	0.0030043557978647072
formal_logic	statistical_language_models	-0.0
parallel_corpora	text_clustering	-0.0
computer_vision	image_enhancement	2.8757674382995605e-15
requirements_management	opinion_mining	0.0
web_mining	web_personalization	3.716169298410244e-14
requirements_traceability	requirements_engineering	0.0
dialogue_systems	heterogeneous_wireless_network	-0.0
web_page_classification	web_mining	4.372804561940367e-14
entity_extraction	information_extraction	7.341810850272317e-15
automatic_programming	higher-order_logic	0.0
sparse_approximation	approximation_theory	0.0
requirements_specification	decision_tables	0.0
rule_induction	decision_rules	1.076704857736027e-14
language_model	linear_programming_relaxation	-0.0
requirements_engineering	requirements_traceability	-0.0
cellular_automata	software_design	0.0
information_retrieval	learning_to_rank	0.0013770497685628611
first-order_logic	formal_logic	-0.0
first-order_logic	statistical_language_models	-0.0
dialogue_systems	natural_language_processing	-0.004560536905933174
computational_learning_theory	language_model	0.0
object_detection	formal_logic	0.0
requirements_traceability	bm25	0.0
image_retrieval	content-based_image_retrieval	0.0
clustering	k-means_clustering	-0.1221408477291466
entity_extraction	sentiment_analysis	0.0
coreference_resolution	web_mining	-0.0
parallel_corpora	machine_translation	-0.010779171376679875
natural_language_processing	lexical_resources	0.0033812908919829453
computer_science	computer_vision	2.687470961149294e-15
video_processing	collaborative_filtering	0.0
tag_recommendation	peer-to-peer_networks	-0.0
information_retrieval	retrieval_effectiveness	0.0008171322154951891
information_extraction	query_reformulation	0.0
apriori	learning_to_rank	-0.0
spatial_data_mining	image_segmentation	0.0
parallel_corpora	network_protocols	-0.0
wordnet	link_analysis	0.0
wireless_networks	computer_science	0.0
language_model	collaborative_filtering	0.0
spatial_data_mining	statistical_language_models	0.0
query_expansion	retrieval_effectiveness	-0.014459091216098962
relevance_feedback	bm25	1.0273381166992735e-14
automata_theory	query_processing	0.0
spectral_clustering	clustering	0.05573447756826721
computer_science	computer_networks	4.341787415697254e-15
vector_space_model	gesture_recognition	0.0
automatic_programming	mean_average_precision	-0.0
requirements_management	higher-order_logic	0.0
link_analysis	content-based_image_retrieval	0.0
question_answering	information_retrieval	-0.0006533077695497994
face_recognition	personalized_recommendation	-0.0
computer_vision	image_retrieval	-0.0064014894157482126
graph_theory	decision_rules	0.0
parallel_corpora	requirements_elicitation	0.0
image_enhancement	rule_induction	0.0
frequent_closed_itemsets	heterogeneous_wireless_network	-0.0
requirements_elicitation	requirements_engineering	0.0
turing_machines	first-order_logic	0.0
syntactic_parsing	natural_language_processing	-0.002619828995798183
question_answering	query_expansion	0.000677140680653679
rule_induction	language_model	-0.0
network_protocols	computer_networks	0.005119067983704362
rule_induction	face_recognition	0.0
hierarchical_clustering	music_recommendation	-0.0
linear_programming_relaxation	object_detection	0.0
clustering	variational_approximation	0.0
natural_language_processing	dependency_parsing	0.0
data_mining	computer_science	0.003701458069769743
uml_2.0	unified_modeling_language	-0.0
computer_vision	object_detection	-0.005074821122953247
turing_machines	automata_theory	-0.005957484210986558
graph_theory	dependency_parsing	-0.0
theoretical_computer_science	computational_learning_theory	0.0
association_rule_mining	automated_reasoning	0.0
usability_testing	system_testing	0.0
spatial_data_mining	data_mining	-0.0008065284177265535
question_answering	unified_modeling_language	0.0
language_model	routing_algorithm	-0.0
peer-to-peer_networks	automata_theory	0.0
finite_automata	web_usage_mining	0.0
text_mining	sentiment_analysis	0.0
data_mining	automata_theory	0.0
requirements_engineering	recommender_systems	0.0
image_enhancement	multi-hop_wireless_networks	-0.0
data_warehouse	lexical_resources	0.0
requirements_elicitation	music_recommendation	-0.0
association_rule_mining	frequent_item_sets	0.0
fuzzy_clustering	lexical_resources	0.0
web_search	tag_recommendation	-0.0
computer_science	natural_language_processing	-0.004300232414100078
approximation_theory	machine_translation	-0.0
gesture_recognition	object_detection	-0.0
statistical_machine_translation	dialogue_systems	0.0
natural_language_processing	implicit_feedback	0.0
automata_theory	software_engineering	-0.0
k-means_clustering	sentiment_analysis	0.0027126519780249487
formal_logic	automated_reasoning	-0.04189003475200838
approximation_theory	stochastic_approximation	1.0180233064805415e-13
unified_modeling_language	decision_rules	0.0
automated_reasoning	formal_logic	0.026429669303328882
spectral_clustering	web_usage_mining	0.0
requirements_management	test_case_generation	0.0
mean_average_precision	fuzzy_clustering	-0.0
text_mining	opinion_mining	0.0036876153785878676
variational_approximation	text_mining	-0.0
network_protocols	image_enhancement	0.0
requirements_traceability	clustering	0.0
opinion_mining	face_recognition	0.0
stochastic_approximation	uml_class_diagrams	-0.0
web_search	statistical_language_models	-0.0
bilingual_dictionary	stochastic_approximation	0.0
spectral_clustering	image_segmentation	0.0028500865085467407
requirements_engineering	software_engineering	-0.008626811566854315
requirements_traceability	spatial_data_mining	-0.0
textual_entailment	personalized_recommendation	-0.0
image_enhancement	query_reformulation	0.0
frequent_item_sets	association_rule_mining	-0.0
statistical_machine_translation	web_personalization	0.0
implicit_feedback	translation_quality	-0.0
machine_translation	entity_extraction	0.0
question_answering	requirements_traceability	0.0
query_expansion	software_architecture_design	-0.0
software_engineering	requirements_engineering	0.004626164630518272
information_retrieval	image_retrieval	-0.00029065449809597386
apriori	bug_reports	0.0
automated_reasoning	statistical_machine_translation	-0.0
bm25	retrieval_effectiveness	-0.013236190431940905
wordnet	lexical_resources	6.84831785350101e-14
pushdown_systems	automata_theory	-0.0
language_model	requirements_elicitation	0.0
face_recognition	object_detection	-0.0002597145042051222
frequent_closed_itemsets	entity_extraction	0.0
opinion_mining	pushdown_systems	0.0
hierarchical_clustering	usability_testing	0.0
natural_language_processing	information_extraction	0.015409648790426585
data_mining	sparse_approximation	0.0
web_personalization	peer-to-peer_networks	-0.0
part-of-speech_tagging	explicit_feedback	-0.0
natural_language_processing	machine_translation	0.005450778905931301
relevance_feedback	pseudo_relevance_feedback	-0.2806740920869954
medical_image_segmentation	ad_hoc_wireless_networks	0.0
decision_tables	frequent_closed_itemsets	-0.0
explicit_feedback	requirements_elicitation	0.0
vector_space_model	requirements_engineering	0.0
parallel_corpora	spectral_clustering	-0.0
image_enhancement	computer_vision	2.8757674382995605e-15
theoretical_computer_science	automata_theory	0.0
approximation_theory	polynomial_time_approximation_scheme	-0.0
translation_quality	automata_theory	0.0
text_mining	object-oriented_design	0.0
pseudo_relevance_feedback	graph_theory	0.0
statistical_machine_translation	multi-hop_wireless_networks	-0.0
text_mining	text_classification	0.0
k-means_clustering	lexical_resources	0.0
parallel_text	first-order_logic	0.0
opinion_mining	language_model	-0.0
image_enhancement	network_protocols	-0.0
language_model	part-of-speech_tagging	0.0
information_extraction	statistical_machine_translation	-0.0
retrieval_effectiveness	computational_learning_theory	0.0
web_mining	polynomial_time_approximation_scheme	-0.0
video_processing	web_personalization	0.0
rule_induction	opinion_mining	0.0
opinion_mining	text_mining	-0.0058447320921124766
theoretical_computer_science	uml_2.0	0.0
k-means_clustering	part-of-speech_tagging	0.0
decision_tables	automated_reasoning	-0.0
statistical_machine_translation	object-oriented_design	0.0
relevance_feedback	wordnet	0.0
syntactic_parsing	finite_automata	0.0
automata_theory	first-order_logic	0.0
machine_translation	translation_quality	5.994044470814003e-14
spatial_data_mining	web_personalization	0.0
spatial_data_mining	graph_theory	0.0
decision_rules	heterogeneous_wireless_network	-0.0
wireless_networks	ad_hoc_wireless_networks	-0.056529070656676984
patent_retrieval	computer_vision	0.0
heterogeneous_wireless_network	wireless_networks	0.008661253537574548
uml_2.0	sentiment_analysis	-0.0
parallel_corpora	web_personalization	-0.0
peer-to-peer_networks	pushdown_systems	0.0
image_enhancement	frequent_item_sets	-0.0
mean_average_precision	lexical_resources	0.0
ad_hoc_wireless_networks	image_enhancement	0.0
relation_extraction	pseudo_relevance_feedback	-0.0
variational_approximation	hierarchical_clustering	-0.0
sentiment_analysis	automated_reasoning	-0.0
automated_theorem_proving	higher-order_logic	0.0
heterogeneous_wireless_network	part-of-speech_tagging	0.0
mean_average_precision	computer_science	0.0
natural_language_processing	dialogue_systems	0.0031130507421850214
syntactic_parsing	variational_approximation	0.0
web_mining	data_mining	-0.005092009706665338
statistical_machine_translation	statistical_language_models	0.0
association_rule_mining	image_enhancement	0.0
vector_space_model	retrieval_models	0.0
software_architecture_design	software_design	0.0
network_protocols	software_design	0.0
fuzzy_clustering	sparse_approximation	0.0
language_model	statistical_language_models	-0.008768147205893424
automata_theory	wireless_networks	0.0
information_retrieval	web_search	0.0010640019186344502
data_mining	clustering	0.009320118881962783
text_classification	lexical_resources	0.0
image_segmentation	computer_vision	2.988734396830975e-14
relation_extraction	requirements_traceability	-0.0
finite_automata	retrieval_models	0.0
usability_testing	spectral_clustering	-0.0
automatic_programming	software_engineering	-4223189023.077367
routing_algorithm	gesture_recognition	0.0
vector_space_model	collaborative_filtering	0.004121439490536652
learning_to_rank	information_retrieval	-0.0014302895309920587
polynomial_time_approximation_scheme	retrieval_effectiveness	0.0
association_rule_mining	data_mining	0.0005037753622202071
information_retrieval	question_answering	0.000628989650951913
system_testing	software_engineering	-0.0
medical_image_segmentation	opinion_mining	0.0
web_usage_mining	textual_entailment	0.0
average_precision	finite_automata	-0.0
finite_automata	wireless_networks	0.0
linear_programming_relaxation	computational_learning_theory	0.0
patent_retrieval	object-oriented_design	0.0
machine_translation	parallel_text	0.005652972058194957
information_retrieval	retrieval_models	0.0015963998829428149
natural_language_processing	retrieval_models	0.0
theoretical_computer_science	computer_vision	0.0
opinion_mining	peer-to-peer_networks	-0.0
web_search	patent_retrieval	-0.0
lexical_resources	natural_language_processing	-0.007851114319058366
automata_theory	language_model	0.0
retrieval_models	bm25	0.012236427264802752
decision_trees	uml_class_diagrams	-0.0
approximation_theory	graph_theory	0.0
decision_tables	pushdown_systems	0.0
text_classification	wordnet	3.325837156017188e-15
fuzzy_clustering	requirements_traceability	0.0
natural_language_processing	retrieval_effectiveness	0.0
explicit_feedback	finite_automata	-0.0
lexical_resources	clustering	-0.0002801256046445452
sparse_approximation	decision_tables	0.0
turing_machines	mean_average_precision	-0.0
query_processing	information_retrieval	-0.0005488523078574433
text_mining	language_model	0.0
data_mining	data_warehouse	0.002305837738742517
formal_logic	first-order_logic	0.0
linear_programming_relaxation	video_processing	0.0
approximation_theory	sparse_approximation	-0.0
query_expansion	patent_retrieval	-0.009152056804248165
decision_tables	music_recommendation	-0.0
automated_reasoning	medical_image_segmentation	-0.0
system_testing	usability_testing	-0.0
machine_translation	linear_programming_relaxation	-0.0
retrieval_effectiveness	average_precision	0.0006122164637043513
hierarchical_clustering	clustering	0.05632224689617732
peer-to-peer_networks	turing_machines	0.0
pushdown_systems	computer_science	0.0
wireless_networks	wordnet	0.0
text_mining	natural_language_processing	-0.010331796206752637
decision_rules	hierarchical_clustering	-0.0
automated_reasoning	spectral_clustering	0.0
query_reformulation	object_detection	-0.0
dependency_parsing	natural_language_processing	-0.0
retrieval_models	stochastic_approximation	0.0
web_usage_mining	learning_to_rank	0.0
hierarchical_clustering	requirements_traceability	0.0
information_retrieval	web_mining	0.00028711099449603677
automata_theory	network_protocols	0.0
coreference_resolution	turing_machines	0.0
average_precision	web_usage_mining	-0.0
frequent_item_sets	frequent_closed_itemsets	0.0
wireless_networks	uml_2.0	0.0
requirements_elicitation	sparse_approximation	-0.0
textual_entailment	spectral_clustering	-0.0
vector_space_model	requirements_traceability	0.0
requirements_specification	requirements_engineering	3.719263912214442e-14
routing_algorithm	computer_networks	0.0012941630280357184
data_warehouse	frequent_closed_itemsets	0.0
turing_machines	test_case_generation	-0.0
decision_tables	linear_programming_relaxation	-0.0
machine_translation	object_detection	0.0002597750350413701
information_extraction	relation_extraction	1.3292825916494967e-14
personalized_recommendation	parallel_corpora	0.0
tag_recommendation	spatial_data_mining	-0.0
bm25	patent_retrieval	-0.0
rule_induction	data_mining	-0.0019192337470817326
cellular_automata	bilingual_dictionary	0.0
relevance_feedback	text_clustering	-0.0
opinion_mining	decision_tables	0.0
relevance_feedback	explicit_feedback	0.0
natural_language_processing	syntactic_parsing	0.0017883115010333562
image_retrieval	k-means_clustering	-0.0
system_testing	statistical_language_models	-0.0
automata_theory	pushdown_systems	0.0
dependency_parsing	data_warehouse	0.0
text_clustering	music_recommendation	-0.0
routing_algorithm	machine_translation	0.0
video_processing	computer_vision	0.004670933366670627
heterogeneous_wireless_network	vector_space_model	0.0
requirements_management	statistical_machine_translation	-0.0
part-of-speech_tagging	natural_language_processing	-0.0
clustering	mean_average_precision	-0.0
unified_modeling_language	uml_2.0	0.0
frequent_closed_itemsets	sentiment_analysis	0.0
cellular_automata	automata_theory	-0.0006586820197355146
computer_networks	peer-to-peer_networks	-0.0
query_processing	gesture_recognition	0.0
automata_theory	automatic_programming	0.0
information_extraction	entity_extraction	7.341810850272317e-15
decision_rules	rule_induction	1.076704857736027e-14
requirements_specification	requirements_traceability	-0.0
music_recommendation	web_mining	0.0
automatic_programming	network_protocols	-0.0
information_retrieval	fuzzy_clustering	-0.0
uml_class_diagrams	average_precision	0.0
syntactic_parsing	clustering	0.0
relevance_feedback	implicit_feedback	9.285871999588725e-15
variational_approximation	parallel_corpora	0.0
relevance_feedback	information_retrieval	-0.008929553919752342
bm25	heterogeneous_wireless_network	-0.0
automated_reasoning	retrieval_effectiveness	0.0
sparse_approximation	collaborative_filtering	0.0
implicit_feedback	relevance_feedback	9.285871999588725e-15
frequent_item_sets	syntactic_parsing	0.0
linear_programming_relaxation	decision_tables	0.0
gesture_recognition	association_rule_mining	-0.0
automata_theory	turing_machines	0.0034516481809080462
natural_language_processing	part-of-speech_tagging	0.0
routing_algorithm	mean_average_precision	0.0
stochastic_approximation	software_engineering	-0.0
multi-hop_wireless_networks	image_enhancement	0.0
finite_automata	video_processing	0.0
syntactic_parsing	theoretical_computer_science	0.0
decision_trees	multi-hop_wireless_networks	-0.0
decision_tables	apriori	0.0
object_detection	learning_to_rank	-0.0
average_precision	retrieval_effectiveness	-0.0006468934248416711
textual_entailment	natural_language_processing	-0.006975898134078846
learning_to_rank	theoretical_computer_science	0.0
polynomial_time_approximation_scheme	stochastic_approximation	0.0
text_mining	data_mining	-0.005532324441290335
software_architecture_design	computer_networks	0.0
data_mining	rule_induction	0.000999542621785553
requirements_traceability	decision_rules	0.0
mean_average_precision	bilingual_dictionary	0.0
computer_vision	entity_extraction	0.0
dialogue_systems	text_classification	0.0
software_design	statistical_language_models	-0.0
computational_learning_theory	theoretical_computer_science	0.0
web_search	text_clustering	-0.0
automatic_programming	computational_learning_theory	-0.0
query_expansion	medical_image_segmentation	-0.0
frequent_closed_itemsets	wordnet	0.0
retrieval_models	pushdown_systems	0.0
pushdown_systems	web_page_classification	-0.0
link_analysis	data_mining	-0.009296857958632127
computer_networks	wireless_networks	-0.0
fuzzy_clustering	apriori	0.0
wordnet	computer_science	0.0
text_mining	information_retrieval	-0.00057959673686169
clustering	lexical_resources	0.0002333928791433525
personalized_recommendation	rule_induction	0.0
web_mining	personalized_recommendation	0.0
medical_image_segmentation	object-oriented_design	0.0
stochastic_approximation	wordnet	0.0
relation_extraction	requirements_management	0.0
retrieval_models	usability_testing	0.0
computer_networks	computer_science	4.341787415697254e-15
approximation_theory	lexical_resources	0.0
part-of-speech_tagging	dependency_parsing	-0.0
web_mining	first-order_logic	0.0
automated_reasoning	theoretical_computer_science	0.0
web_search	network_protocols	-0.0
dependency_parsing	heterogeneous_wireless_network	-0.0
rule_induction	decision_trees	-0.0017510798737083106
wireless_networks	heterogeneous_wireless_network	-0.011381948420055053
vector_space_model	text_clustering	0.0
sentiment_analysis	turing_machines	0.0
requirements_engineering	requirements_management	0.0
statistical_machine_translation	machine_translation	0.1251796678822863
translation_quality	machine_translation	5.994044470814003e-14
frequent_closed_itemsets	lexical_resources	0.0
rule_induction	stochastic_approximation	0.0
decision_tables	face_recognition	0.0
usability_testing	natural_language_processing	-0.0
ad_hoc_wireless_networks	question_answering	0.0
statistical_language_models	language_model	0.008298127434121153
decision_trees	wireless_networks	-8.831957061653382e-06
web_mining	web_usage_mining	1.7202521153129336e-14
query_processing	opinion_mining	0.0
data_warehouse	finite_automata	0.0
web_page_classification	turing_machines	0.0
dialogue_systems	peer-to-peer_networks	-0.0
natural_language_processing	coreference_resolution	0.0037544157173766903
image_retrieval	parallel_text	0.0
object_detection	routing_algorithm	-0.0
unified_modeling_language	retrieval_effectiveness	-0.0
heterogeneous_wireless_network	hierarchical_clustering	0.0
graph_theory	computer_networks	8.924831153121044e-15
bug_reports	system_testing	0.0
information_extraction	natural_language_processing	-0.035780096458731064
query_processing	dialogue_systems	-0.0
uml_2.0	part-of-speech_tagging	0.0
cellular_automata	graph_theory	0.0
network_protocols	translation_quality	0.0
theoretical_computer_science	automated_reasoning	0.0
uml_class_diagrams	frequent_closed_itemsets	0.0
heterogeneous_wireless_network	text_clustering	0.0
k-means_clustering	clustering	0.06513080035000737
formal_logic	image_segmentation	0.0
requirements_specification	polynomial_time_approximation_scheme	-0.0
object_detection	computer_vision	0.004059856898410625
text_mining	text_clustering	0.0
heterogeneous_wireless_network	web_usage_mining	0.0
requirements_engineering	query_reformulation	0.0
finite_automata	web_personalization	0.0
multi-hop_wireless_networks	query_reformulation	0.0
coreference_resolution	polynomial_time_approximation_scheme	-0.0
patent_retrieval	information_retrieval	-0.001114214044903965
query_processing	query_expansion	0.0008389674341057934
automated_reasoning	opinion_mining	0.0
apriori	association_rule_mining	-0.02167435439826738
graph_theory	theoretical_computer_science	-0.019172515742541505
language_model	dialogue_systems	-0.00021166506812193492
automatic_programming	hierarchical_clustering	-0.0
wireless_networks	bilingual_dictionary	0.0
retrieval_models	web_usage_mining	0.0
query_processing	text_clustering	-0.0
image_segmentation	parallel_corpora	0.0
textual_entailment	image_segmentation	0.0
web_mining	web_page_classification	4.372804561940367e-14
rule_induction	link_analysis	0.0
computer_science	theoretical_computer_science	-0.1865424368260768
spectral_clustering	question_answering	0.0
part-of-speech_tagging	requirements_engineering	-0.0
query_reformulation	association_rule_mining	-0.0
requirements_specification	test_case_generation	0.0
usability_testing	pseudo_relevance_feedback	-0.0
automata_theory	approximation_theory	0.0
gesture_recognition	wordnet	0.0
network_protocols	approximation_theory	0.0
unified_modeling_language	uml_class_diagrams	-0.012134920674425008
data_warehouse	retrieval_models	0.0
software_design	parallel_text	-0.0
collaborative_filtering	frequent_closed_itemsets	-0.0
medical_image_segmentation	image_segmentation	0.07515933898837644
mean_average_precision	approximation_theory	0.0
recommender_systems	parallel_text	0.0
query_expansion	machine_translation	-0.0010265264960801486
web_mining	approximation_theory	0.0
average_precision	entity_extraction	0.0
natural_language_processing	rule_induction	0.0
test_case_generation	question_answering	-0.0
text_clustering	polynomial_time_approximation_scheme	-0.0
data_warehouse	computer_networks	0.0
approximation_theory	variational_approximation	0.0
information_retrieval	relevance_feedback	0.005424209427962176
query_reformulation	query_processing	-0.0
link_analysis	unified_modeling_language	-0.0
data_mining	wireless_networks	7.462007078473722e-05
ad_hoc_wireless_networks	retrieval_models	0.0
recommender_systems	tag_recommendation	-0.0
sentiment_analysis	parallel_text	0.0
vector_space_model	hierarchical_clustering	-0.0
theoretical_computer_science	graph_theory	0.012096510632852712
parallel_text	parallel_corpora	0.0
personalized_recommendation	recommender_systems	0.0
automated_reasoning	polynomial_time_approximation_scheme	-0.0
query_processing	query_reformulation	0.0
computer_vision	image_segmentation	2.988734396830975e-14
recommender_systems	information_retrieval	-0.005699033532277664
requirements_engineering	formal_logic	0.0
average_precision	part-of-speech_tagging	0.0
object_detection	requirements_elicitation	0.0
learning_to_rank	ad_hoc_wireless_networks	-0.0
object_detection	variational_approximation	0.0
language_model	learning_to_rank	-0.0
wireless_networks	rule_induction	0.0
text_clustering	text_mining	0.0
graph_theory	variational_approximation	0.0
hierarchical_clustering	first-order_logic	0.0
translation_quality	requirements_elicitation	0.0
clustering	vector_space_model	-0.0012093704398974958
system_testing	part-of-speech_tagging	0.0
translation_quality	k-means_clustering	-0.0
object_detection	face_recognition	0.00020777160336655563
tag_recommendation	recommender_systems	0.0
information_retrieval	recommender_systems	0.0034618472203492155
system_testing	bug_reports	-0.0
natural_language_processing	question_answering	0.006648644160363597
test_case_generation	collaborative_filtering	0.0
tag_recommendation	textual_entailment	0.0
sparse_approximation	dependency_parsing	-0.0
variational_approximation	syntactic_parsing	-0.0
pseudo_relevance_feedback	requirements_specification	0.0
personalized_recommendation	statistical_machine_translation	-0.0
language_model	natural_language_processing	-0.0006627617297488003
computer_vision	computer_science	2.687470961149294e-15
syntactic_parsing	k-means_clustering	-0.0
recommender_systems	collaborative_filtering	1.2095499302766338e-13
wireless_networks	multi-hop_wireless_networks	-0.09622635025084333
text_clustering	automated_reasoning	0.0
text_mining	syntactic_parsing	0.0
web_usage_mining	decision_tables	0.0
tag_recommendation	opinion_mining	0.0
computer_vision	web_page_classification	-0.0
bm25	linear_programming_relaxation	-0.0
recommender_systems	personalized_recommendation	-0.0
stochastic_approximation	approximation_theory	1.0180233064805415e-13
data_mining	formal_logic	0.0
decision_tables	requirements_management	0.0
syntactic_parsing	heterogeneous_wireless_network	-0.0
software_architecture_design	patent_retrieval	0.0
ad_hoc_wireless_networks	coreference_resolution	0.0
linear_programming_relaxation	approximation_theory	0.0
peer-to-peer_networks	computer_networks	0.0
parallel_text	machine_translation	-0.008959748729814532
query_reformulation	pushdown_systems	0.0
automated_reasoning	automated_theorem_proving	0.0
computer_science	information_retrieval	-0.0071223670144596705
relevance_feedback	computer_networks	0.0
decision_tables	rule_induction	0.0
automated_theorem_proving	computer_networks	0.0
image_retrieval	web_mining	0.0
image_retrieval	computer_vision	0.00320074470788565
routing_algorithm	query_reformulation	0.0
recommender_systems	uml_class_diagrams	-0.0
software_engineering	computer_science	0.013540365821106813
variational_approximation	approximation_theory	0.0
machine_translation	parallel_corpora	0.006800899940430311
apriori	text_classification	0.0
software_design	unified_modeling_language	-0.002078842514280249
tag_recommendation	fuzzy_clustering	-0.0
mean_average_precision	retrieval_effectiveness	5.906623776091289e-15
textual_entailment	cellular_automata	-0.0
software_architecture_design	pushdown_systems	0.0
data_mining	web_mining	0.004203215535229103
bm25	k-means_clustering	-0.0
peer-to-peer_networks	automated_reasoning	0.0
music_recommendation	recommender_systems	0.0
variational_approximation	query_processing	-0.0
computer_vision	spectral_clustering	-0.0019749890299416324
natural_language_processing	web_personalization	0.0
sparse_approximation	opinion_mining	0.0
clustering	data_mining	-0.014910177044043122
software_engineering	finite_automata	0.00027485562316699263
query_processing	translation_quality	-0.0
vector_space_model	automated_reasoning	0.0
uml_2.0	bug_reports	-0.0
ad_hoc_wireless_networks	wireless_networks	0.04301659040540415
web_personalization	learning_to_rank	0.0
test_case_generation	system_testing	0.0
bm25	content-based_image_retrieval	0.0
software_architecture_design	machine_translation	0.0
first-order_logic	computer_networks	-0.0
web_search	information_retrieval	-0.0011355750245051757
sentiment_analysis	natural_language_processing	-0.006743302472400871
linear_programming_relaxation	object-oriented_design	0.0
uml_2.0	explicit_feedback	-0.0
software_design	learning_to_rank	-0.0
software_architecture_design	wordnet	0.0
apriori	heterogeneous_wireless_network	-0.0
sparse_approximation	ad_hoc_wireless_networks	-0.0
sentiment_analysis	text_mining	-0.0
sentiment_analysis	object-oriented_design	0.0
frequent_item_sets	sentiment_analysis	0.0
language_model	machine_translation	-0.0015442240639907832
turing_machines	textual_entailment	-0.0
link_analysis	pushdown_systems	0.0
uml_class_diagrams	polynomial_time_approximation_scheme	-0.0
language_model	information_retrieval	-0.0027015106197468565
routing_algorithm	bm25	0.0
formal_logic	bm25	0.0
ad_hoc_wireless_networks	statistical_machine_translation	0.0
patent_retrieval	variational_approximation	0.0
web_mining	information_retrieval	-0.0002982113348662562
recommender_systems	system_testing	0.0
software_design	theoretical_computer_science	-0.0
web_mining	cellular_automata	0.0
bm25	web_page_classification	-0.0
