hyper	hypo	sim
explicit_feedback	test_case_generation	0.0
sparse_approximation	text_classification	0.0
music_recommendation	variational_approximation	0.0
clustering	collaborative_filtering	0.16683170655784596
theoretical_computer_science	approximation_theory	0.0
pseudo_relevance_feedback	relevance_feedback	4.0572437576770315e-08
image_retrieval	software_architecture_design	0.0
image_retrieval	uml_2.0	0.0
unified_modeling_language	network_protocols	0.0
information_retrieval	computer_science	0.16726785831329982
bm25	medical_image_segmentation	0.0
bug_reports	automated_reasoning	0.0
lexical_resources	wordnet	0.1256517041564265
retrieval_models	vector_space_model	0.0
automatic_programming	lexical_resources	0.0
software_design	software_engineering	0.059158135774781205
cellular_automata	web_mining	0.0
formal_logic	higher-order_logic	0.0
relevance_feedback	fuzzy_clustering	0.0
web_usage_mining	statistical_machine_translation	0.0
web_personalization	web_mining	0.09221388919541576
data_warehouse	data_mining	0.0612079489022573
requirements_specification	coreference_resolution	0.0
translation_quality	music_recommendation	0.0
computational_learning_theory	requirements_elicitation	0.0
natural_language_processing	textual_entailment	0.13234807234279633
formal_logic	statistical_language_models	0.0
parallel_corpora	text_clustering	0.0
computer_vision	image_enhancement	0.0901433688141168
requirements_management	opinion_mining	0.0
web_mining	web_personalization	0.40616005021977525
requirements_traceability	requirements_engineering	0.0
dialogue_systems	heterogeneous_wireless_network	0.0
web_page_classification	web_mining	0.16809954440415706
entity_extraction	information_extraction	0.03777646503819858
automatic_programming	higher-order_logic	0.0
sparse_approximation	approximation_theory	0.0
requirements_specification	decision_tables	0.0
rule_induction	decision_rules	0.06380801905765615
language_model	linear_programming_relaxation	0.0
requirements_engineering	requirements_traceability	0.0
cellular_automata	software_design	0.0
information_retrieval	learning_to_rank	0.31761450262632274
first-order_logic	formal_logic	0.0
first-order_logic	statistical_language_models	0.0
dialogue_systems	natural_language_processing	0.055483358571765236
computational_learning_theory	language_model	0.0
object_detection	formal_logic	0.0
requirements_traceability	bm25	0.0
image_retrieval	content-based_image_retrieval	0.0
clustering	k-means_clustering	0.9906339184733749
entity_extraction	sentiment_analysis	0.0
coreference_resolution	web_mining	0.0
parallel_corpora	machine_translation	0.07941901305211477
natural_language_processing	lexical_resources	0.1523774916550521
computer_science	computer_vision	0.032293966789798234
video_processing	collaborative_filtering	0.0
tag_recommendation	peer-to-peer_networks	0.0
information_retrieval	retrieval_effectiveness	0.29036974734948395
information_extraction	query_reformulation	0.0
apriori	learning_to_rank	0.0
spatial_data_mining	image_segmentation	0.0
parallel_corpora	network_protocols	0.0
wordnet	link_analysis	0.0
wireless_networks	computer_science	0.0
language_model	collaborative_filtering	0.0
spatial_data_mining	statistical_language_models	0.0
query_expansion	retrieval_effectiveness	0.17776785930907865
relevance_feedback	bm25	0.13281647547992317
automata_theory	query_processing	0.0
spectral_clustering	clustering	1.0661927928362638e-08
computer_science	computer_networks	0.07447018844384354
vector_space_model	gesture_recognition	0.0
automatic_programming	mean_average_precision	0.0
requirements_management	higher-order_logic	0.0
link_analysis	content-based_image_retrieval	0.0
question_answering	information_retrieval	0.07774262868539239
face_recognition	personalized_recommendation	0.0
computer_vision	image_retrieval	0.10035656834561425
graph_theory	decision_rules	0.0
parallel_corpora	requirements_elicitation	0.0
image_enhancement	rule_induction	0.0
frequent_closed_itemsets	heterogeneous_wireless_network	0.0
requirements_elicitation	requirements_engineering	0.0
turing_machines	first-order_logic	0.0
syntactic_parsing	natural_language_processing	0.03940552031195501
question_answering	query_expansion	0.0504071282109931
rule_induction	language_model	0.0
network_protocols	computer_networks	0.1044553058054537
rule_induction	face_recognition	0.0
hierarchical_clustering	music_recommendation	0.0
linear_programming_relaxation	object_detection	0.0
clustering	variational_approximation	0.0
natural_language_processing	dependency_parsing	0.0
data_mining	computer_science	0.13223970463793167
uml_2.0	unified_modeling_language	0.0
computer_vision	object_detection	0.17514948674608743
turing_machines	automata_theory	0.1370563319828142
graph_theory	dependency_parsing	0.0
theoretical_computer_science	computational_learning_theory	0.0
association_rule_mining	automated_reasoning	0.0
usability_testing	system_testing	0.0
spatial_data_mining	data_mining	1.7929814254981414e-08
question_answering	unified_modeling_language	0.0
language_model	routing_algorithm	0.0
peer-to-peer_networks	automata_theory	0.0
finite_automata	web_usage_mining	0.0
text_mining	sentiment_analysis	0.0
data_mining	automata_theory	0.0
requirements_engineering	recommender_systems	0.0
image_enhancement	multi-hop_wireless_networks	0.0
data_warehouse	lexical_resources	0.0
requirements_elicitation	music_recommendation	0.0
association_rule_mining	frequent_item_sets	0.0
fuzzy_clustering	lexical_resources	0.0
web_search	tag_recommendation	0.0
computer_science	natural_language_processing	0.05624468166943244
approximation_theory	machine_translation	0.0
gesture_recognition	object_detection	0.0
statistical_machine_translation	dialogue_systems	0.0
natural_language_processing	implicit_feedback	0.0
automata_theory	software_engineering	0.0
k-means_clustering	sentiment_analysis	0.06517949073958677
formal_logic	automated_reasoning	0.10286889997473568
approximation_theory	stochastic_approximation	0.16921488023368148
unified_modeling_language	decision_rules	0.0
automated_reasoning	formal_logic	0.572749795322721
spectral_clustering	web_usage_mining	0.0
requirements_management	test_case_generation	0.0
mean_average_precision	fuzzy_clustering	0.0
text_mining	opinion_mining	0.14175629679507848
variational_approximation	text_mining	0.0
network_protocols	image_enhancement	0.0
requirements_traceability	clustering	0.0
opinion_mining	face_recognition	0.0
stochastic_approximation	uml_class_diagrams	0.0
web_search	statistical_language_models	0.0
bilingual_dictionary	stochastic_approximation	0.0
spectral_clustering	image_segmentation	0.07025476957342401
requirements_engineering	software_engineering	0.05003652647303261
requirements_traceability	spatial_data_mining	0.0
textual_entailment	personalized_recommendation	0.0
image_enhancement	query_reformulation	0.0
frequent_item_sets	association_rule_mining	0.0
statistical_machine_translation	web_personalization	0.0
implicit_feedback	translation_quality	0.0
machine_translation	entity_extraction	0.0
question_answering	requirements_traceability	0.0
query_expansion	software_architecture_design	0.0
software_engineering	requirements_engineering	0.20734191826422468
information_retrieval	image_retrieval	0.061565785481374494
apriori	bug_reports	0.0
automated_reasoning	statistical_machine_translation	0.0
bm25	retrieval_effectiveness	0.12473208513886362
wordnet	lexical_resources	0.3701008114353847
pushdown_systems	automata_theory	0.0
language_model	requirements_elicitation	0.0
face_recognition	object_detection	0.03456907543147597
frequent_closed_itemsets	entity_extraction	0.0
opinion_mining	pushdown_systems	0.0
hierarchical_clustering	usability_testing	0.0
natural_language_processing	information_extraction	0.15942171242345424
data_mining	sparse_approximation	0.0
web_personalization	peer-to-peer_networks	0.0
part-of-speech_tagging	explicit_feedback	0.0
natural_language_processing	machine_translation	0.1251972003544912
relevance_feedback	pseudo_relevance_feedback	0.8824410252597953
medical_image_segmentation	ad_hoc_wireless_networks	0.0
decision_tables	frequent_closed_itemsets	0.0
explicit_feedback	requirements_elicitation	0.0
vector_space_model	requirements_engineering	0.0
parallel_corpora	spectral_clustering	0.0
image_enhancement	computer_vision	0.02278227113166936
theoretical_computer_science	automata_theory	0.0
approximation_theory	polynomial_time_approximation_scheme	0.0
translation_quality	automata_theory	0.0
text_mining	object-oriented_design	0.0
pseudo_relevance_feedback	graph_theory	0.0
statistical_machine_translation	multi-hop_wireless_networks	0.0
text_mining	text_classification	0.0
k-means_clustering	lexical_resources	0.0
parallel_text	first-order_logic	0.0
opinion_mining	language_model	0.0
image_enhancement	network_protocols	0.0
language_model	part-of-speech_tagging	0.0
information_extraction	statistical_machine_translation	0.0
retrieval_effectiveness	computational_learning_theory	0.0
web_mining	polynomial_time_approximation_scheme	0.0
video_processing	web_personalization	0.0
rule_induction	opinion_mining	0.0
opinion_mining	text_mining	0.07209623614886405
theoretical_computer_science	uml_2.0	0.0
k-means_clustering	part-of-speech_tagging	0.0
decision_tables	automated_reasoning	0.0
statistical_machine_translation	object-oriented_design	0.0
relevance_feedback	wordnet	0.0
syntactic_parsing	finite_automata	0.0
automata_theory	first-order_logic	0.0
machine_translation	translation_quality	0.439544951802289
spatial_data_mining	web_personalization	0.0
spatial_data_mining	graph_theory	0.0
decision_rules	heterogeneous_wireless_network	0.0
wireless_networks	ad_hoc_wireless_networks	0.9832605230398872
patent_retrieval	computer_vision	0.0
heterogeneous_wireless_network	wireless_networks	2.1183044283919653e-08
uml_2.0	sentiment_analysis	0.0
parallel_corpora	web_personalization	0.0
peer-to-peer_networks	pushdown_systems	0.0
image_enhancement	frequent_item_sets	0.0
mean_average_precision	lexical_resources	0.0
ad_hoc_wireless_networks	image_enhancement	0.0
relation_extraction	pseudo_relevance_feedback	0.0
variational_approximation	hierarchical_clustering	0.0
sentiment_analysis	automated_reasoning	0.0
automated_theorem_proving	higher-order_logic	0.0
heterogeneous_wireless_network	part-of-speech_tagging	0.0
mean_average_precision	computer_science	0.0
natural_language_processing	dialogue_systems	0.1738011225706835
syntactic_parsing	variational_approximation	0.0
web_mining	data_mining	0.048651065269982134
statistical_machine_translation	statistical_language_models	0.0
association_rule_mining	image_enhancement	0.0
vector_space_model	retrieval_models	0.0
software_architecture_design	software_design	0.0
network_protocols	software_design	0.0
fuzzy_clustering	sparse_approximation	0.0
language_model	statistical_language_models	0.9856266707725965
automata_theory	wireless_networks	0.0
information_retrieval	web_search	0.17483761109524537
data_mining	clustering	0.11900393794573683
text_classification	lexical_resources	0.0
image_segmentation	computer_vision	0.11933883794372323
relation_extraction	requirements_traceability	0.0
finite_automata	retrieval_models	0.0
usability_testing	spectral_clustering	0.0
automatic_programming	software_engineering	0.02261400823684792
routing_algorithm	gesture_recognition	0.0
vector_space_model	collaborative_filtering	0.0636970132474046
learning_to_rank	information_retrieval	0.09761284516106436
polynomial_time_approximation_scheme	retrieval_effectiveness	0.0
association_rule_mining	data_mining	0.055123508763224235
information_retrieval	question_answering	0.2102260775549424
system_testing	software_engineering	0.0
medical_image_segmentation	opinion_mining	0.0
web_usage_mining	textual_entailment	0.0
average_precision	finite_automata	0.0
finite_automata	wireless_networks	0.0
linear_programming_relaxation	computational_learning_theory	0.0
patent_retrieval	object-oriented_design	0.0
machine_translation	parallel_text	0.3011095971047473
information_retrieval	retrieval_models	0.41795133675813556
natural_language_processing	retrieval_models	0.0
theoretical_computer_science	computer_vision	0.0
opinion_mining	peer-to-peer_networks	0.0
web_search	patent_retrieval	0.0
lexical_resources	natural_language_processing	0.039374961547907865
automata_theory	language_model	0.0
retrieval_models	bm25	0.22757783879685198
decision_trees	uml_class_diagrams	0.0
approximation_theory	graph_theory	0.0
decision_tables	pushdown_systems	0.0
text_classification	wordnet	0.05524672207386346
fuzzy_clustering	requirements_traceability	0.0
natural_language_processing	retrieval_effectiveness	0.0
explicit_feedback	finite_automata	0.0
lexical_resources	clustering	0.010350006522354382
sparse_approximation	decision_tables	0.0
turing_machines	mean_average_precision	0.0
query_processing	information_retrieval	0.05855090060541255
text_mining	language_model	0.0
data_mining	data_warehouse	0.17552284375238555
formal_logic	first-order_logic	0.0
linear_programming_relaxation	video_processing	0.0
approximation_theory	sparse_approximation	0.0
query_expansion	patent_retrieval	0.16881566199665285
decision_tables	music_recommendation	0.0
automated_reasoning	medical_image_segmentation	0.0
system_testing	usability_testing	0.0
machine_translation	linear_programming_relaxation	0.0
retrieval_effectiveness	average_precision	0.10844700405346382
hierarchical_clustering	clustering	1.0382466848771125e-08
peer-to-peer_networks	turing_machines	0.0
pushdown_systems	computer_science	0.0
wireless_networks	wordnet	0.0
text_mining	natural_language_processing	0.13019548850373913
decision_rules	hierarchical_clustering	0.0
automated_reasoning	spectral_clustering	0.0
query_reformulation	object_detection	0.0
dependency_parsing	natural_language_processing	0.0
retrieval_models	stochastic_approximation	0.0
web_usage_mining	learning_to_rank	0.0
hierarchical_clustering	requirements_traceability	0.0
information_retrieval	web_mining	0.24728432285433732
automata_theory	network_protocols	0.0
coreference_resolution	turing_machines	0.0
average_precision	web_usage_mining	0.0
frequent_item_sets	frequent_closed_itemsets	0.0
wireless_networks	uml_2.0	0.0
requirements_elicitation	sparse_approximation	0.0
textual_entailment	spectral_clustering	0.0
vector_space_model	requirements_traceability	0.0
requirements_specification	requirements_engineering	0.09185461733815502
routing_algorithm	computer_networks	0.07444464668499791
data_warehouse	frequent_closed_itemsets	0.0
turing_machines	test_case_generation	0.0
decision_tables	linear_programming_relaxation	0.0
machine_translation	object_detection	0.03456268907606777
information_extraction	relation_extraction	0.14158542858734688
personalized_recommendation	parallel_corpora	0.0
tag_recommendation	spatial_data_mining	0.0
bm25	patent_retrieval	0.0
rule_induction	data_mining	0.017816487550115147
cellular_automata	bilingual_dictionary	0.0
relevance_feedback	text_clustering	0.0
opinion_mining	decision_tables	0.0
relevance_feedback	explicit_feedback	0.0
natural_language_processing	syntactic_parsing	0.1473248922569993
image_retrieval	k-means_clustering	0.0
system_testing	statistical_language_models	0.0
automata_theory	pushdown_systems	0.0
dependency_parsing	data_warehouse	0.0
text_clustering	music_recommendation	0.0
routing_algorithm	machine_translation	0.0
video_processing	computer_vision	0.04395604395604398
heterogeneous_wireless_network	vector_space_model	0.0
requirements_management	statistical_machine_translation	0.0
part-of-speech_tagging	natural_language_processing	0.0
clustering	mean_average_precision	0.0
unified_modeling_language	uml_2.0	0.0
frequent_closed_itemsets	sentiment_analysis	0.0
cellular_automata	automata_theory	0.19104608895218864
computer_networks	peer-to-peer_networks	0.0
query_processing	gesture_recognition	0.0
automata_theory	automatic_programming	0.0
information_extraction	entity_extraction	0.13474194269234457
decision_rules	rule_induction	0.12101699981425962
requirements_specification	requirements_traceability	0.0
music_recommendation	web_mining	0.0
automatic_programming	network_protocols	0.0
information_retrieval	fuzzy_clustering	0.0
uml_class_diagrams	average_precision	0.0
syntactic_parsing	clustering	0.0
relevance_feedback	implicit_feedback	0.11724846667497442
variational_approximation	parallel_corpora	0.0
relevance_feedback	information_retrieval	0.07124280479165951
bm25	heterogeneous_wireless_network	0.0
automated_reasoning	retrieval_effectiveness	0.0
sparse_approximation	collaborative_filtering	0.0
implicit_feedback	relevance_feedback	0.05728775184092521
frequent_item_sets	syntactic_parsing	0.0
linear_programming_relaxation	decision_tables	0.0
gesture_recognition	association_rule_mining	0.0
automata_theory	turing_machines	0.06588848434547405
natural_language_processing	part-of-speech_tagging	0.0
routing_algorithm	mean_average_precision	0.0
stochastic_approximation	software_engineering	0.0
multi-hop_wireless_networks	image_enhancement	0.0
finite_automata	video_processing	0.0
syntactic_parsing	theoretical_computer_science	0.0
decision_trees	multi-hop_wireless_networks	0.0
decision_tables	apriori	0.0
object_detection	learning_to_rank	0.0
average_precision	retrieval_effectiveness	0.10932870152415823
textual_entailment	natural_language_processing	0.03948992518393946
learning_to_rank	theoretical_computer_science	0.0
polynomial_time_approximation_scheme	stochastic_approximation	0.0
text_mining	data_mining	0.08341305310247353
software_architecture_design	computer_networks	0.0
data_mining	rule_induction	0.12124827682532549
requirements_traceability	decision_rules	0.0
mean_average_precision	bilingual_dictionary	0.0
computer_vision	entity_extraction	0.0
dialogue_systems	text_classification	0.0
software_design	statistical_language_models	0.0
computational_learning_theory	theoretical_computer_science	0.0
web_search	text_clustering	0.0
automatic_programming	computational_learning_theory	0.0
query_expansion	medical_image_segmentation	0.0
frequent_closed_itemsets	wordnet	0.0
retrieval_models	pushdown_systems	0.0
pushdown_systems	web_page_classification	0.0
link_analysis	data_mining	0.017883803282345328
computer_networks	wireless_networks	0.0
fuzzy_clustering	apriori	0.0
wordnet	computer_science	0.0
text_mining	information_retrieval	0.06067437165139202
clustering	lexical_resources	0.15249020760218984
personalized_recommendation	rule_induction	0.0
web_mining	personalized_recommendation	0.0
medical_image_segmentation	object-oriented_design	0.0
stochastic_approximation	wordnet	0.0
relation_extraction	requirements_management	0.0
retrieval_models	usability_testing	0.0
computer_networks	computer_science	0.04176888047599936
approximation_theory	lexical_resources	0.0
part-of-speech_tagging	dependency_parsing	0.0
web_mining	first-order_logic	0.0
automated_reasoning	theoretical_computer_science	0.0
web_search	network_protocols	0.0
dependency_parsing	heterogeneous_wireless_network	0.0
rule_induction	decision_trees	0.02991501917211775
wireless_networks	heterogeneous_wireless_network	0.9993268259080603
vector_space_model	text_clustering	0.0
sentiment_analysis	turing_machines	0.0
requirements_engineering	requirements_management	0.0
statistical_machine_translation	machine_translation	3.695907829451853e-08
translation_quality	machine_translation	0.1347658366846417
frequent_closed_itemsets	lexical_resources	0.0
rule_induction	stochastic_approximation	0.0
decision_tables	face_recognition	0.0
usability_testing	natural_language_processing	0.0
ad_hoc_wireless_networks	question_answering	0.0
statistical_language_models	language_model	3.311087439560094e-08
decision_trees	wireless_networks	0.02117130597893166
web_mining	web_usage_mining	0.18801556910906073
query_processing	opinion_mining	0.0
data_warehouse	finite_automata	0.0
web_page_classification	turing_machines	0.0
dialogue_systems	peer-to-peer_networks	0.0
natural_language_processing	coreference_resolution	0.11848963803423641
image_retrieval	parallel_text	0.0
object_detection	routing_algorithm	0.0
unified_modeling_language	retrieval_effectiveness	0.0
heterogeneous_wireless_network	hierarchical_clustering	0.0
graph_theory	computer_networks	0.07426892362134371
bug_reports	system_testing	0.0
information_extraction	natural_language_processing	0.16680503669188376
query_processing	dialogue_systems	0.0
uml_2.0	part-of-speech_tagging	0.0
cellular_automata	graph_theory	0.0
network_protocols	translation_quality	0.0
theoretical_computer_science	automated_reasoning	0.0
uml_class_diagrams	frequent_closed_itemsets	0.0
heterogeneous_wireless_network	text_clustering	0.0
k-means_clustering	clustering	1.0474124129838408e-08
formal_logic	image_segmentation	0.0
requirements_specification	polynomial_time_approximation_scheme	0.0
object_detection	computer_vision	0.11481422566646136
text_mining	text_clustering	0.0
heterogeneous_wireless_network	web_usage_mining	0.0
requirements_engineering	query_reformulation	0.0
finite_automata	web_personalization	0.0
multi-hop_wireless_networks	query_reformulation	0.0
coreference_resolution	polynomial_time_approximation_scheme	0.0
patent_retrieval	information_retrieval	0.04011235568371825
query_processing	query_expansion	0.071288658684363
automated_reasoning	opinion_mining	0.0
apriori	association_rule_mining	0.12852344353811102
graph_theory	theoretical_computer_science	0.2269443971515828
language_model	dialogue_systems	0.12302391398221033
automatic_programming	hierarchical_clustering	0.0
wireless_networks	bilingual_dictionary	0.0
retrieval_models	web_usage_mining	0.0
query_processing	text_clustering	0.0
image_segmentation	parallel_corpora	0.0
textual_entailment	image_segmentation	0.0
web_mining	web_page_classification	0.2730719481272312
rule_induction	link_analysis	0.0
computer_science	theoretical_computer_science	0.9486832980505056
spectral_clustering	question_answering	0.0
part-of-speech_tagging	requirements_engineering	0.0
query_reformulation	association_rule_mining	0.0
requirements_specification	test_case_generation	0.0
usability_testing	pseudo_relevance_feedback	0.0
automata_theory	approximation_theory	0.0
gesture_recognition	wordnet	0.0
network_protocols	approximation_theory	0.0
unified_modeling_language	uml_class_diagrams	0.9867224042847196
data_warehouse	retrieval_models	0.0
software_design	parallel_text	0.0
collaborative_filtering	frequent_closed_itemsets	0.0
medical_image_segmentation	image_segmentation	3.158905592975342e-08
mean_average_precision	approximation_theory	0.0
recommender_systems	parallel_text	0.0
query_expansion	machine_translation	0.03644406309223751
web_mining	approximation_theory	0.0
average_precision	entity_extraction	0.0
natural_language_processing	rule_induction	0.0
test_case_generation	question_answering	0.0
text_clustering	polynomial_time_approximation_scheme	0.0
data_warehouse	computer_networks	0.0
approximation_theory	variational_approximation	0.0
information_retrieval	relevance_feedback	0.20744090418232858
query_reformulation	query_processing	0.0
link_analysis	unified_modeling_language	0.0
data_mining	wireless_networks	0.021177514962719475
ad_hoc_wireless_networks	retrieval_models	0.0
recommender_systems	tag_recommendation	0.0
sentiment_analysis	parallel_text	0.0
vector_space_model	hierarchical_clustering	0.0
theoretical_computer_science	graph_theory	0.14248070704379287
parallel_text	parallel_corpora	0.0
personalized_recommendation	recommender_systems	0.0
automated_reasoning	polynomial_time_approximation_scheme	0.0
query_processing	query_reformulation	0.0
computer_vision	image_segmentation	0.16610160622264783
recommender_systems	information_retrieval	0.061536272684218116
requirements_engineering	formal_logic	0.0
average_precision	part-of-speech_tagging	0.0
object_detection	requirements_elicitation	0.0
learning_to_rank	ad_hoc_wireless_networks	0.0
object_detection	variational_approximation	0.0
language_model	learning_to_rank	0.0
wireless_networks	rule_induction	0.0
text_clustering	text_mining	0.0
graph_theory	variational_approximation	0.0
hierarchical_clustering	first-order_logic	0.0
translation_quality	requirements_elicitation	0.0
clustering	vector_space_model	0.20096346794040773
system_testing	part-of-speech_tagging	0.0
translation_quality	k-means_clustering	0.0
object_detection	face_recognition	0.031005042089742654
tag_recommendation	recommender_systems	0.0
information_retrieval	recommender_systems	0.15210962124079297
system_testing	bug_reports	0.0
natural_language_processing	question_answering	0.14014180607164575
test_case_generation	collaborative_filtering	0.0
tag_recommendation	textual_entailment	0.0
sparse_approximation	dependency_parsing	0.0
variational_approximation	syntactic_parsing	0.0
pseudo_relevance_feedback	requirements_specification	0.0
personalized_recommendation	statistical_machine_translation	0.0
language_model	natural_language_processing	0.039819081035834515
computer_vision	computer_science	0.05920388286000541
syntactic_parsing	k-means_clustering	0.0
recommender_systems	collaborative_filtering	0.28683981270799574
wireless_networks	multi-hop_wireless_networks	0.9731708290630414
text_clustering	automated_reasoning	0.0
text_mining	syntactic_parsing	0.0
web_usage_mining	decision_tables	0.0
tag_recommendation	opinion_mining	0.0
computer_vision	web_page_classification	0.0
bm25	linear_programming_relaxation	0.0
recommender_systems	personalized_recommendation	0.0
stochastic_approximation	approximation_theory	0.3783759750069907
data_mining	formal_logic	0.0
decision_tables	requirements_management	0.0
syntactic_parsing	heterogeneous_wireless_network	0.0
software_architecture_design	patent_retrieval	0.0
ad_hoc_wireless_networks	coreference_resolution	0.0
linear_programming_relaxation	approximation_theory	0.0
peer-to-peer_networks	computer_networks	0.0
parallel_text	machine_translation	0.04920380478210722
query_reformulation	pushdown_systems	0.0
automated_reasoning	automated_theorem_proving	0.0
computer_science	information_retrieval	0.056329396016077664
relevance_feedback	computer_networks	0.0
decision_tables	rule_induction	0.0
automated_theorem_proving	computer_networks	0.0
image_retrieval	web_mining	0.0
image_retrieval	computer_vision	0.06437352472405966
routing_algorithm	query_reformulation	0.0
recommender_systems	uml_class_diagrams	0.0
software_engineering	computer_science	0.23130871725176055
variational_approximation	approximation_theory	0.0
machine_translation	parallel_corpora	0.22865075763638232
apriori	text_classification	0.0
software_design	unified_modeling_language	0.048814005470685345
tag_recommendation	fuzzy_clustering	0.0
mean_average_precision	retrieval_effectiveness	0.06313406584935823
textual_entailment	cellular_automata	0.0
software_architecture_design	pushdown_systems	0.0
data_mining	web_mining	0.28534585966069115
bm25	k-means_clustering	0.0
peer-to-peer_networks	automated_reasoning	0.0
music_recommendation	recommender_systems	0.0
variational_approximation	query_processing	0.0
computer_vision	spectral_clustering	0.08774950360360032
natural_language_processing	web_personalization	0.0
sparse_approximation	opinion_mining	0.0
clustering	data_mining	0.20699837392044076
software_engineering	finite_automata	0.08836521841917729
query_processing	translation_quality	0.0
vector_space_model	automated_reasoning	0.0
uml_2.0	bug_reports	0.0
ad_hoc_wireless_networks	wireless_networks	2.1118283984758524e-08
web_personalization	learning_to_rank	0.0
test_case_generation	system_testing	0.0
bm25	content-based_image_retrieval	0.0
software_architecture_design	machine_translation	0.0
first-order_logic	computer_networks	0.0
web_search	information_retrieval	0.09943303562208049
sentiment_analysis	natural_language_processing	0.05610231558622581
linear_programming_relaxation	object-oriented_design	0.0
uml_2.0	explicit_feedback	0.0
software_design	learning_to_rank	0.0
software_architecture_design	wordnet	0.0
apriori	heterogeneous_wireless_network	0.0
sparse_approximation	ad_hoc_wireless_networks	0.0
sentiment_analysis	text_mining	0.0
sentiment_analysis	object-oriented_design	0.0
frequent_item_sets	sentiment_analysis	0.0
language_model	machine_translation	0.16528197499599886
turing_machines	textual_entailment	0.0
link_analysis	pushdown_systems	0.0
uml_class_diagrams	polynomial_time_approximation_scheme	0.0
language_model	information_retrieval	0.1052657217723594
routing_algorithm	bm25	0.0
formal_logic	bm25	0.0
ad_hoc_wireless_networks	statistical_machine_translation	0.0
patent_retrieval	variational_approximation	0.0
web_mining	information_retrieval	0.03390112807327783
recommender_systems	system_testing	0.0
software_design	theoretical_computer_science	0.0
web_mining	cellular_automata	0.0
bm25	web_page_classification	0.0
textual_entailment	wireless_networks	0.0
turing_machines	routing_algorithm	0.0
network_protocols	bilingual_dictionary	0.0
image_retrieval	query_expansion	0.08720456482250111
information_retrieval	data_warehouse	0.05076212871187766
automata_theory	finite_automata	0.14869717232215154
polynomial_time_approximation_scheme	approximation_theory	0.0
natural_language_processing	web_page_classification	0.0
computer_networks	information_extraction	0.0
pushdown_systems	formal_logic	0.0
retrieval_effectiveness	system_testing	0.0
machine_translation	bilingual_dictionary	0.1998667998520205
natural_language_processing	text_mining	0.16931705938652789
text_classification	sentiment_analysis	0.15919806953611354
information_extraction	system_testing	0.0
clustering	fuzzy_clustering	0.998902666189813
requirements_traceability	bilingual_dictionary	0.0
